im,lm,tp,tm,ct
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Occlusion
20.0,0.25,0.0,1.0,Shadow
20.0,0.25,0.0,1.0,Shadow
20.0,0.25,0.0,1.0,Shadow
20.0,0.25,0.0,1.0,Shadow
20.0,0.25,0.0,1.0,Shadow
20.0,0.25,0.0,1.0,Texture
21.0,0.25,0.5,0.0,Occlusion
21.0,0.25,0.5,0.0,Occlusion
21.0,0.25,0.5,0.0,Occlusion
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Shadow
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
21.0,0.25,0.5,0.0,Texture
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Occlusion
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Shadow
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
22.0,0.25,0.5,0.5,Texture
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Occlusion
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Shadow
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
23.0,0.25,0.5,0.75,Texture
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Occlusion
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Shadow
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
24.0,0.25,0.5,1.0,Texture
25.0,0.25,0.75,0.0,Occlusion
25.0,0.25,0.75,0.0,Occlusion
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Shadow
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
25.0,0.25,0.75,0.0,Texture
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Occlusion
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Shadow
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
26.0,0.25,0.75,0.5,Texture
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Occlusion
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Shadow
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
27.0,0.25,0.75,0.75,Texture
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Occlusion
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Shadow
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
28.0,0.25,0.75,1.0,Texture
29.0,0.25,1.0,0.0,Occlusion
29.0,0.25,1.0,0.0,Occlusion
29.0,0.25,1.0,0.0,Occlusion
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Shadow
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
29.0,0.25,1.0,0.0,Texture
